date,rainfall_mm,county
2022-11-24,1.3,Kisumu
2022-11-25,0.0,Kisumu
2022-11-26,0.0,Kisumu
2022-11-27,0.0,Kisumu
2022-11-28,0.0,Kisumu
2022-11-29,0.0,Kisumu
2022-11-30,0.2,Kisumu
2022-12-01,0.2,Kisumu
2022-12-02,1.1,Kisumu
2022-12-03,0.0,Kisumu
2022-12-04,7.2,Kisumu
2022-12-05,0.0,Kisumu
2022-12-06,3.3,Kisumu
2022-12-07,0.0,Kisumu
2022-12-08,3.0,Kisumu
2022-12-09,13.6,Kisumu
2022-12-10,2.4,Kisumu
2022-12-11,0.5,Kisumu
2022-12-12,0.0,Kisumu
2022-12-13,10.4,Kisumu
2022-12-14,0.3,Kisumu
2022-12-15,0.1,Kisumu
2022-12-16,0.6,Kisumu
2022-12-17,0.2,Kisumu
2022-12-18,0.1,Kisumu
2022-12-19,5.2,Kisumu
2022-12-20,3.4,Kisumu
2022-12-21,1.4,Kisumu
2022-12-22,0.0,Kisumu
2022-12-23,15.7,Kisumu
2022-12-24,10.7,Kisumu
2022-12-25,5.5,Kisumu
2022-12-26,2.8,Kisumu
2022-12-27,23.1,Kisumu
2022-12-28,0.2,Kisumu
2022-12-29,0.0,Kisumu
2022-12-30,0.0,Kisumu
2022-12-31,0.0,Kisumu
2023-01-01,0.0,Kisumu
2023-01-02,0.0,Kisumu
2023-01-03,1.8,Kisumu
2023-01-04,0.0,Kisumu
2023-01-05,0.0,Kisumu
2023-01-06,0.0,Kisumu
2023-01-07,0.0,Kisumu
2023-01-08,0.1,Kisumu
2023-01-09,0.0,Kisumu
2023-01-10,0.1,Kisumu
2023-01-11,0.0,Kisumu
2023-01-12,0.0,Kisumu
2023-01-13,0.0,Kisumu
2023-01-14,0.0,Kisumu
2023-01-15,0.0,Kisumu
2023-01-16,0.0,Kisumu
2023-01-17,0.0,Kisumu
2023-01-18,0.0,Kisumu
2023-01-19,0.0,Kisumu
2023-01-20,0.0,Kisumu
2023-01-21,0.0,Kisumu
2023-01-22,0.0,Kisumu
2023-01-23,0.0,Kisumu
2023-01-24,0.0,Kisumu
2023-01-25,0.0,Kisumu
2023-01-26,0.0,Kisumu
2023-01-27,0.0,Kisumu
2023-01-28,0.0,Kisumu
2023-01-29,0.0,Kisumu
2023-01-30,0.0,Kisumu
2023-01-31,0.0,Kisumu
2023-02-01,0.1,Kisumu
2023-02-02,0.0,Kisumu
2023-02-03,0.0,Kisumu
2023-02-04,0.0,Kisumu
2023-02-05,0.2,Kisumu
2023-02-06,2.6,Kisumu
2023-02-07,0.0,Kisumu
2023-02-08,0.2,Kisumu
2023-02-09,0.0,Kisumu
2023-02-10,0.0,Kisumu
2023-02-11,0.0,Kisumu
2023-02-12,0.0,Kisumu
2023-02-13,0.0,Kisumu
2023-02-14,0.0,Kisumu
2023-02-15,0.0,Kisumu
2023-02-16,0.0,Kisumu
2023-02-17,0.0,Kisumu
2023-02-18,0.0,Kisumu
2023-02-19,0.0,Kisumu
2023-02-20,0.0,Kisumu
2023-02-21,0.0,Kisumu
2023-02-22,0.0,Kisumu
2023-02-23,0.0,Kisumu
2023-02-24,0.0,Kisumu
2023-02-25,0.6,Kisumu
2023-02-26,1.8,Kisumu
2023-02-27,1.4,Kisumu
2023-02-28,20.6,Kisumu
2023-03-01,4.0,Kisumu
2023-03-02,7.0,Kisumu
2023-03-03,6.5,Kisumu
2023-03-04,0.1,Kisumu
2023-03-05,0.0,Kisumu
2023-03-06,0.0,Kisumu
2023-03-07,0.0,Kisumu
2023-03-08,0.0,Kisumu
2023-03-09,0.2,Kisumu
2023-03-10,5.0,Kisumu
2023-03-11,2.3,Kisumu
2023-03-12,22.4,Kisumu
2023-03-13,0.6,Kisumu
2023-03-14,12.7,Kisumu
2023-03-15,8.5,Kisumu
2023-03-16,5.4,Kisumu
2023-03-17,2.9,Kisumu
2023-03-18,3.0,Kisumu
2023-03-19,0.3,Kisumu
2023-03-20,23.2,Kisumu
2023-03-21,9.1,Kisumu
2023-03-22,2.4,Kisumu
2023-03-23,5.0,Kisumu
2023-03-24,3.8,Kisumu
2023-03-25,4.1,Kisumu
2023-03-26,6.5,Kisumu
2023-03-27,5.7,Kisumu
2023-03-28,16.9,Kisumu
2023-03-29,0.0,Kisumu
2023-03-30,8.2,Kisumu
2023-03-31,16.7,Kisumu
2023-04-01,8.2,Kisumu
2023-04-02,0.0,Kisumu
2023-04-03,9.1,Kisumu
2023-04-04,0.6,Kisumu
2023-04-05,0.8,Kisumu
2023-04-06,0.0,Kisumu
2023-04-07,0.0,Kisumu
2023-04-08,0.0,Kisumu
2023-04-09,0.0,Kisumu
2023-04-10,0.0,Kisumu
2023-04-11,0.0,Kisumu
2023-04-12,0.0,Kisumu
2023-04-13,0.2,Kisumu
2023-04-14,0.7,Kisumu
2023-04-15,0.1,Kisumu
2023-04-16,4.5,Kisumu
2023-04-17,5.7,Kisumu
2023-04-18,17.6,Kisumu
2023-04-19,0.0,Kisumu
2023-04-20,0.3,Kisumu
2023-04-21,10.7,Kisumu
2023-04-22,19.9,Kisumu
2023-04-23,21.6,Kisumu
2023-04-24,3.3,Kisumu
2023-04-25,35.1,Kisumu
2023-04-26,12.8,Kisumu
2023-04-27,3.6,Kisumu
2023-04-28,3.2,Kisumu
2023-04-29,19.6,Kisumu
2023-04-30,18.5,Kisumu
2023-05-01,9.0,Kisumu
2023-05-02,4.2,Kisumu
2023-05-03,13.2,Kisumu
2023-05-04,2.2,Kisumu
2023-05-05,1.1,Kisumu
2023-05-06,0.0,Kisumu
2023-05-07,0.0,Kisumu
2023-05-08,0.0,Kisumu
2023-05-09,1.0,Kisumu
2023-05-10,9.5,Kisumu
2023-05-11,4.7,Kisumu
2023-05-12,0.5,Kisumu
2023-05-13,0.0,Kisumu
2023-05-14,0.0,Kisumu
2023-05-15,0.0,Kisumu
2023-05-16,0.2,Kisumu
2023-05-17,0.3,Kisumu
2023-05-18,0.1,Kisumu
2023-05-19,0.0,Kisumu
2023-05-20,0.0,Kisumu
2023-05-21,0.0,Kisumu
2023-05-22,0.0,Kisumu
2023-05-23,0.1,Kisumu
2023-05-24,2.2,Kisumu
2023-05-25,0.1,Kisumu
2023-05-26,0.2,Kisumu
2023-05-27,0.1,Kisumu
2023-05-28,0.0,Kisumu
2023-05-29,0.0,Kisumu
2023-05-30,2.3,Kisumu
2023-05-31,3.3,Kisumu
2023-06-01,0.0,Kisumu
2023-06-02,0.2,Kisumu
2023-06-03,0.1,Kisumu
2023-06-04,0.0,Kisumu
2023-06-05,0.1,Kisumu
2023-06-06,0.6,Kisumu
2023-06-07,0.6,Kisumu
2023-06-08,0.0,Kisumu
2023-06-09,0.0,Kisumu
2023-06-10,1.5,Kisumu
2023-06-11,0.0,Kisumu
2023-06-12,0.4,Kisumu
2023-06-13,0.3,Kisumu
2023-06-14,0.4,Kisumu
2023-06-15,0.3,Kisumu
2023-06-16,0.6,Kisumu
2023-06-17,2.5,Kisumu
2023-06-18,0.0,Kisumu
2023-06-19,6.0,Kisumu
2023-06-20,1.1,Kisumu
2023-06-21,5.4,Kisumu
2023-06-22,1.3,Kisumu
2023-06-23,1.1,Kisumu
2023-06-24,2.8,Kisumu
2023-06-25,1.5,Kisumu
2023-06-26,0.4,Kisumu
2023-06-27,1.1,Kisumu
2023-06-28,0.1,Kisumu
2023-06-29,0.0,Kisumu
2023-06-30,0.1,Kisumu
2023-07-01,0.4,Kisumu
2023-07-02,1.7,Kisumu
2023-07-03,2.1,Kisumu
2023-07-04,0.9,Kisumu
2023-07-05,0.0,Kisumu
2023-07-06,8.4,Kisumu
2023-07-07,4.5,Kisumu
2023-07-08,0.2,Kisumu
2023-07-09,0.2,Kisumu
2023-07-10,0.0,Kisumu
2023-07-11,0.0,Kisumu
2023-07-12,0.1,Kisumu
2023-07-13,0.7,Kisumu
2023-07-14,0.3,Kisumu
2023-07-15,1.1,Kisumu
2023-07-16,0.0,Kisumu
2023-07-17,0.0,Kisumu
2023-07-18,0.0,Kisumu
2023-07-19,0.1,Kisumu
2023-07-20,0.0,Kisumu
2023-07-21,0.0,Kisumu
2023-07-22,0.0,Kisumu
2023-07-23,0.2,Kisumu
2023-07-24,1.1,Kisumu
2023-07-25,0.1,Kisumu
2023-07-26,0.0,Kisumu
2023-07-27,0.6,Kisumu
2023-07-28,3.0,Kisumu
2023-07-29,0.0,Kisumu
2023-07-30,0.8,Kisumu
2023-07-31,0.0,Kisumu
2023-08-01,7.5,Kisumu
2023-08-02,3.0,Kisumu
2023-08-03,0.1,Kisumu
2023-08-04,0.1,Kisumu
2023-08-05,0.5,Kisumu
2023-08-06,0.2,Kisumu
2023-08-07,0.0,Kisumu
2023-08-08,0.5,Kisumu
2023-08-09,0.2,Kisumu
2023-08-10,0.3,Kisumu
2023-08-11,1.1,Kisumu
2023-08-12,0.0,Kisumu
2023-08-13,0.2,Kisumu
2023-08-14,0.0,Kisumu
2023-08-15,0.0,Kisumu
2023-08-16,0.0,Kisumu
2023-08-17,0.6,Kisumu
2023-08-18,1.5,Kisumu
2023-08-19,0.0,Kisumu
2023-08-20,0.0,Kisumu
2023-08-21,0.0,Kisumu
2023-08-22,0.0,Kisumu
2023-08-23,0.0,Kisumu
2023-08-24,0.2,Kisumu
2023-08-25,0.0,Kisumu
2023-08-26,0.1,Kisumu
2023-08-27,0.0,Kisumu
2023-08-28,0.3,Kisumu
2023-08-29,0.2,Kisumu
2023-08-30,6.0,Kisumu
2023-08-31,7.3,Kisumu
2023-09-01,0.0,Kisumu
2023-09-02,0.6,Kisumu
2023-09-03,0.0,Kisumu
2023-09-04,0.7,Kisumu
2023-09-05,3.3,Kisumu
2023-09-06,10.8,Kisumu
2023-09-07,0.3,Kisumu
2023-09-08,0.0,Kisumu
2023-09-09,7.2,Kisumu
2023-09-10,8.8,Kisumu
2023-09-11,6.5,Kisumu
2023-09-12,2.7,Kisumu
2023-09-13,1.7,Kisumu
2023-09-14,0.0,Kisumu
2023-09-15,3.5,Kisumu
2023-09-16,0.4,Kisumu
2023-09-17,0.0,Kisumu
2023-09-18,5.1,Kisumu
2023-09-19,0.4,Kisumu
2023-09-20,6.3,Kisumu
2023-09-21,1.7,Kisumu
2023-09-22,0.8,Kisumu
2023-09-23,2.0,Kisumu
2023-09-24,11.3,Kisumu
2023-09-25,0.0,Kisumu
2023-09-26,0.1,Kisumu
2023-09-27,0.0,Kisumu
2023-09-28,1.2,Kisumu
2023-09-29,0.0,Kisumu
2023-09-30,0.9,Kisumu
2023-10-01,6.8,Kisumu
2023-10-02,0.6,Kisumu
2023-10-03,0.0,Kisumu
2023-10-04,0.0,Kisumu
2023-10-05,0.0,Kisumu
2023-10-06,0.0,Kisumu
2023-10-07,0.0,Kisumu
2023-10-08,0.9,Kisumu
2023-10-09,2.2,Kisumu
2023-10-10,9.2,Kisumu
2023-10-11,4.4,Kisumu
2023-10-12,0.7,Kisumu
2023-10-13,0.0,Kisumu
2023-10-14,2.0,Kisumu
2023-10-15,2.4,Kisumu
2023-10-16,2.6,Kisumu
2023-10-17,0.0,Kisumu
2023-10-18,24.9,Kisumu
2023-10-19,3.2,Kisumu
2023-10-20,1.7,Kisumu
2023-10-21,9.3,Kisumu
2023-10-22,0.4,Kisumu
2023-10-23,0.0,Kisumu
2023-10-24,0.0,Kisumu
2023-10-25,7.6,Kisumu
2023-10-26,1.1,Kisumu
2023-10-27,0.0,Kisumu
2023-10-28,8.2,Kisumu
2023-10-29,9.4,Kisumu
2023-10-30,5.8,Kisumu
2023-10-31,0.1,Kisumu
2023-11-01,0.2,Kisumu
2023-11-02,0.5,Kisumu
2023-11-03,16.8,Kisumu
2023-11-04,6.2,Kisumu
2023-11-05,13.2,Kisumu
2023-11-06,0.8,Kisumu
2023-11-07,6.5,Kisumu
2023-11-08,4.5,Kisumu
2023-11-09,0.9,Kisumu
2023-11-10,0.7,Kisumu
2023-11-11,5.5,Kisumu
2023-11-12,25.8,Kisumu
2023-11-13,6.4,Kisumu
2023-11-14,1.5,Kisumu
2023-11-15,0.2,Kisumu
2023-11-16,0.2,Kisumu
2023-11-17,5.0,Kisumu
2023-11-18,1.8,Kisumu
2023-11-19,2.7,Kisumu
2023-11-20,3.8,Kisumu
2023-11-21,3.3,Kisumu
2023-11-22,3.0,Kisumu
2023-11-23,0.8,Kisumu
2023-11-24,2.6,Kisumu
2023-11-25,7.4,Kisumu
2023-11-26,32.2,Kisumu
2023-11-27,8.3,Kisumu
2023-11-28,0.0,Kisumu
2023-11-29,0.0,Kisumu
2023-11-30,1.0,Kisumu
2023-12-01,0.0,Kisumu
2023-12-02,0.6,Kisumu
2023-12-03,2.6,Kisumu
2023-12-04,0.8,Kisumu
2023-12-05,0.7,Kisumu
2023-12-06,1.3,Kisumu
2023-12-07,0.0,Kisumu
2023-12-08,0.1,Kisumu
2023-12-09,3.8,Kisumu
2023-12-10,10.8,Kisumu
2023-12-11,0.1,Kisumu
2023-12-12,10.5,Kisumu
2023-12-13,7.4,Kisumu
2023-12-14,8.0,Kisumu
2023-12-15,0.0,Kisumu
2023-12-16,11.9,Kisumu
2023-12-17,0.0,Kisumu
2023-12-18,0.1,Kisumu
2023-12-19,0.0,Kisumu
2023-12-20,0.5,Kisumu
2023-12-21,0.1,Kisumu
2023-12-22,0.0,Kisumu
2023-12-23,0.2,Kisumu
2023-12-24,0.0,Kisumu
2023-12-25,0.0,Kisumu
2023-12-26,0.0,Kisumu
2023-12-27,0.0,Kisumu
2023-12-28,0.4,Kisumu
2023-12-29,5.2,Kisumu
2023-12-30,7.6,Kisumu
2023-12-31,17.6,Kisumu
2024-01-01,0.1,Kisumu
2024-01-02,12.9,Kisumu
2024-01-03,1.1,Kisumu
2024-01-04,1.7,Kisumu
2024-01-05,9.4,Kisumu
2024-01-06,0.6,Kisumu
2024-01-07,9.1,Kisumu
2024-01-08,1.0,Kisumu
2024-01-09,5.8,Kisumu
2024-01-10,18.8,Kisumu
2024-01-11,0.7,Kisumu
2024-01-12,8.9,Kisumu
2024-01-13,6.4,Kisumu
2024-01-14,2.4,Kisumu
2024-01-15,5.7,Kisumu
2024-01-16,0.5,Kisumu
2024-01-17,2.7,Kisumu
2024-01-18,14.7,Kisumu
2024-01-19,0.7,Kisumu
2024-01-20,14.7,Kisumu
2024-01-21,24.0,Kisumu
2024-01-22,3.5,Kisumu
2024-01-23,2.1,Kisumu
2024-01-24,1.2,Kisumu
2024-01-25,0.2,Kisumu
2024-01-26,2.5,Kisumu
2024-01-27,0.3,Kisumu
2024-01-28,1.3,Kisumu
2024-01-29,0.0,Kisumu
2024-01-30,0.5,Kisumu
2024-01-31,0.9,Kisumu
2024-02-01,0.7,Kisumu
2024-02-02,0.0,Kisumu
2024-02-03,12.1,Kisumu
2024-02-04,0.1,Kisumu
2024-02-05,0.4,Kisumu
2024-02-06,1.3,Kisumu
2024-02-07,0.1,Kisumu
2024-02-08,0.6,Kisumu
2024-02-09,0.0,Kisumu
2024-02-10,6.1,Kisumu
2024-02-11,0.3,Kisumu
2024-02-12,0.0,Kisumu
2024-02-13,0.1,Kisumu
2024-02-14,0.2,Kisumu
2024-02-15,0.5,Kisumu
2024-02-16,0.0,Kisumu
2024-02-17,1.5,Kisumu
2024-02-18,5.9,Kisumu
2024-02-19,2.9,Kisumu
2024-02-20,0.0,Kisumu
2024-02-21,0.0,Kisumu
2024-02-22,0.0,Kisumu
2024-02-23,0.0,Kisumu
2024-02-24,0.2,Kisumu
2024-02-25,0.0,Kisumu
2024-02-26,0.8,Kisumu
2024-02-27,2.1,Kisumu
2024-02-28,5.2,Kisumu
2024-02-29,0.1,Kisumu
2024-03-01,0.9,Kisumu
2024-03-02,0.0,Kisumu
2024-03-03,0.5,Kisumu
2024-03-04,4.8,Kisumu
2024-03-05,1.4,Kisumu
2024-03-06,0.6,Kisumu
2024-03-07,0.2,Kisumu
2024-03-08,0.4,Kisumu
2024-03-09,0.8,Kisumu
2024-03-10,0.0,Kisumu
2024-03-11,0.0,Kisumu
2024-03-12,0.0,Kisumu
2024-03-13,0.0,Kisumu
2024-03-14,0.1,Kisumu
2024-03-15,0.0,Kisumu
2024-03-16,0.0,Kisumu
2024-03-17,0.0,Kisumu
2024-03-18,0.0,Kisumu
2024-03-19,0.0,Kisumu
2024-03-20,0.0,Kisumu
2024-03-21,0.0,Kisumu
2024-03-22,0.0,Kisumu
2024-03-23,4.6,Kisumu
2024-03-24,15.0,Kisumu
2024-03-25,0.0,Kisumu
2024-03-26,2.1,Kisumu
2024-03-27,3.0,Kisumu
2024-03-28,1.9,Kisumu
2024-03-29,0.0,Kisumu
2024-03-30,2.4,Kisumu
2024-03-31,5.5,Kisumu
2024-04-01,15.2,Kisumu
